Geneid;Length;CBB;DZX;GCY;YXH;XCY;XZY;Control_ZCY;Control_ZJC;Control_QZY
ENSG00000225613;462;0;0;0;0;0;0;0;0;0
ENSG00000271042;313;0;0;0;0;0;1;0;0;0
ENSG00000203972;2190;0;0;0;1;0;0;2;0;1
ENSG00000204091;2970;9;5;3;13;0;4;18;28;8
ENSG00000156535;9782;83;70;98;89;46;81;80;128;85
ENSG00000135315;5482;185;201;229;292;216;252;101;129;66
ENSG00000217631;195;0;0;0;0;0;0;0;0;0
ENSG00000231776;741;0;0;1;0;0;0;2;0;0
ENSG00000249481;4591;10;0;2;2;6;0;1;1;1
ENSG00000219453;279;0;0;0;0;0;0;0;0;0
ENSG00000196114;399;2;3;3;3;6;1;0;2;1
ENSG00000237947;613;0;0;0;0;0;0;0;0;0
ENSG00000164627;11871;18;30;19;36;8;19;55;78;20
ENSG00000124507;4805;95;47;173;67;57;50;152;115;68
ENSG00000112081;7118;3755;3919;3564;3474;3662;3297;4064;4708;4704
ENSG00000272514;3624;5;2;5;2;3;0;0;3;1
ENSG00000266579;345;0;0;0;0;2;0;1;0;0
ENSG00000271367;548;3;2;2;4;2;1;5;1;2
ENSG00000118407;8964;29;50;37;39;28;55;32;36;39
ENSG00000112218;5967;66;73;66;98;36;55;116;123;46
ENSG00000219902;371;4;2;5;5;8;5;3;1;0
ENSG00000220583;363;2;1;0;2;0;0;0;0;0
ENSG00000213177;600;0;0;1;0;0;0;2;0;0
ENSG00000271860;11995;5;10;4;9;1;2;6;5;5
ENSG00000218730;406;0;2;0;0;1;0;0;0;0
ENSG00000096092;988;509;403;614;403;463;442;893;631;1071
ENSG00000271945;1901;38;26;37;48;29;36;1;24;21
ENSG00000219085;874;3;1;4;6;5;7;4;2;1
ENSG00000124731;5891;5;3;2;2;0;1;1;5;4
ENSG00000234206;604;26;27;30;55;57;44;17;23;1
ENSG00000219575;686;0;0;0;0;0;0;0;0;0
ENSG00000216523;229;0;0;0;0;0;0;1;0;0
ENSG00000112182;9787;78;121;91;157;65;148;151;165;109
ENSG00000146233;3111;146;278;179;292;283;341;180;244;226
ENSG00000272243;1479;0;0;0;0;0;0;0;2;0
ENSG00000231559;247;2;0;2;0;1;1;0;0;0
ENSG00000228976;286;4;4;8;9;8;4;0;0;0
ENSG00000286042;4498;0;0;0;1;1;1;0;0;0
ENSG00000286672;2197;43;22;37;49;48;28;3;8;0
ENSG00000219163;677;1;0;1;0;0;0;0;0;0
ENSG00000226497;674;0;0;1;1;1;0;1;1;2
ENSG00000224583;441;0;0;0;0;0;0;0;0;1
ENSG00000235122;1293;1;0;2;2;1;3;0;0;1
ENSG00000281613;1511;0;0;0;0;0;0;0;0;0
ENSG00000112159;18674;5045;3583;3289;4116;4294;4416;2063;3265;898
ENSG00000005700;8719;1314;992;1170;997;1066;1200;690;712;563
ENSG00000219951;994;3;2;4;7;4;2;2;1;0
ENSG00000231112;221;1;0;0;0;0;0;0;0;0
ENSG00000287557;1006;0;0;0;0;0;1;0;0;0
ENSG00000124608;5242;635;420;467;402;508;505;495;512;472
ENSG00000218582;1007;0;0;0;0;0;0;0;0;0
ENSG00000013392;3769;411;340;468;249;225;401;372;360;459
ENSG00000217120;1384;0;0;0;1;0;0;0;1;0
ENSG00000186743;740;3;0;0;0;1;0;1;0;0
ENSG00000227131;539;0;0;0;0;0;0;1;0;0
ENSG00000226440;4132;1;3;5;5;3;5;1;0;3
ENSG00000220291;1002;0;0;0;0;0;0;0;0;0
ENSG00000281969;4477;46;10;15;17;10;8;12;9;1
ENSG00000217512;447;6;2;4;3;8;1;0;0;0
ENSG00000218676;1522;4;3;2;8;3;3;0;1;0
ENSG00000217268;293;0;0;1;0;0;1;0;0;0
ENSG00000233908;123;0;0;0;0;0;1;0;0;0
ENSG00000216378;984;0;0;0;0;0;0;0;0;0
ENSG00000230309;387;0;0;0;0;0;0;0;0;0
ENSG00000229315;1444;0;1;0;0;0;0;0;1;0
ENSG00000238079;156;0;0;0;1;0;0;0;0;0
ENSG00000025796;8606;2601;1886;3168;2138;2326;2356;2381;1839;1701
ENSG00000286405;918;0;0;0;0;0;0;0;0;0
ENSG00000080546;5121;3372;2043;2571;2312;2175;2439;3090;2761;4207
ENSG00000065609;6651;63;99;58;134;20;58;206;255;84
ENSG00000287728;3484;2;0;2;2;0;3;0;1;2
ENSG00000188994;14861;2249;1810;2364;2685;2559;2620;932;954;782
ENSG00000272398;3096;20;14;12;24;4;12;84;108;33
ENSG00000274256;247;0;0;0;0;0;0;0;0;0
ENSG00000216518;905;0;0;0;0;0;0;0;0;0
ENSG00000224944;4241;0;1;0;0;0;1;1;6;2
ENSG00000219190;411;1;0;0;0;0;2;0;0;0
ENSG00000277172;975;0;0;0;0;0;0;0;1;0
ENSG00000285401;566;0;0;0;2;0;0;0;0;0
ENSG00000216352;1349;0;0;0;0;0;0;0;2;0
ENSG00000220505;334;0;0;0;0;0;0;0;0;0
ENSG00000270661;1931;0;0;2;4;1;3;0;0;0
ENSG00000196911;11418;399;575;554;520;614;611;307;320;321
ENSG00000287089;2248;5;3;1;4;1;1;1;13;3
ENSG00000237874;351;0;0;0;0;0;0;0;0;0
ENSG00000220773;884;0;0;0;0;0;0;0;0;0
ENSG00000135535;6861;3869;4432;5202;4854;4500;4226;7739;7388;5536
ENSG00000236740;3227;0;2;0;0;0;1;1;0;0
ENSG00000220418;1332;0;1;1;2;0;1;0;2;0
ENSG00000111850;8750;449;368;406;437;489;373;259;217;163
ENSG00000215477;996;0;2;0;1;0;0;0;0;0
ENSG00000111860;9428;683;717;806;855;820;811;651;526;375
ENSG00000270761;330;7;2;4;4;5;4;4;6;5
ENSG00000260271;8943;7;15;4;3;7;13;28;15;1
ENSG00000287253;1184;0;1;0;0;0;1;1;0;0
ENSG00000220447;389;0;0;0;0;0;0;0;0;0
ENSG00000217139;1348;3;0;0;0;0;0;0;0;0
ENSG00000286914;589;0;0;0;0;0;0;0;0;0
ENSG00000218233;1371;1;1;0;1;1;2;4;1;0
ENSG00000187472;249;0;0;1;0;0;2;0;0;0
ENSG00000226309;1219;0;0;0;0;0;0;0;0;0
ENSG00000285961;2720;1;4;0;1;2;5;0;0;0
ENSG00000216902;367;0;0;0;0;0;0;0;0;0
ENSG00000219559;441;0;0;0;0;0;0;0;0;0
ENSG00000287705;1856;2;1;0;1;0;0;2;3;1
ENSG00000203801;3311;25;22;39;50;27;22;7;5;2
ENSG00000112796;4275;1504;365;329;379;337;394;328;269;332
ENSG00000253194;1812;4;3;4;6;7;8;0;4;3
ENSG00000244067;1221;390;50;52;43;27;54;40;82;202
ENSG00000112077;2629;1;0;0;3;0;0;2;4;4
ENSG00000220734;628;0;0;0;0;0;0;0;0;0
ENSG00000152034;3783;0;1;0;5;1;2;2;4;0
ENSG00000280135;2920;0;0;0;1;0;0;1;1;0
ENSG00000135341;7254;1388;1365;1366;1257;1410;1446;1210;976;1205
ENSG00000286616;1948;17;9;24;23;34;23;4;5;1
ENSG00000197261;2940;101;214;89;131;216;193;69;145;65
ENSG00000232699;736;1;6;0;0;1;2;0;0;1
ENSG00000135338;5964;403;403;1180;762;677;489;354;526;246
ENSG00000237643;1150;1;1;0;3;1;0;4;1;2
ENSG00000231628;1198;38;36;24;33;25;24;15;11;3
ENSG00000219881;981;14;4;8;10;10;24;4;3;2
ENSG00000232395;943;0;1;0;1;0;0;0;0;0
ENSG00000096384;2980;17023;23172;17410;20206;19617;20822;25154;35867;32433
ENSG00000237742;4111;8;12;8;5;8;7;5;12;4
ENSG00000217325;903;1;2;1;6;1;2;2;8;3
ENSG00000220326;213;0;1;0;0;0;0;0;0;0
ENSG00000225093;1212;3;5;2;3;0;0;1;2;8
ENSG00000216998;1173;0;0;0;0;0;0;1;0;0
ENSG00000220184;590;0;1;1;0;0;1;0;0;0
ENSG00000271730;644;16;11;11;16;8;13;6;4;1
ENSG00000217130;498;2;3;6;0;2;5;6;8;14
ENSG00000203809;5046;3;5;7;5;3;5;7;14;1
ENSG00000216859;564;0;0;0;0;0;0;0;1;0
ENSG00000287258;2553;0;1;1;1;0;0;1;0;0
ENSG00000173214;18075;592;477;582;511;643;586;351;296;277
ENSG00000260273;872;12;11;8;8;2;11;12;4;10
ENSG00000235535;7268;1;0;1;1;1;2;0;3;1
ENSG00000187189;4112;1575;1041;1325;1026;1173;1172;1067;1402;1203
ENSG00000187871;1911;0;2;0;3;0;1;4;16;1
ENSG00000226976;330;8;5;4;4;6;5;3;11;21
ENSG00000287992;1398;0;0;0;0;1;0;0;0;0
ENSG00000275773;315;0;0;0;0;0;0;0;0;0
ENSG00000216904;1586;1;1;1;1;0;1;1;0;0
ENSG00000137269;4901;199;174;246;222;247;198;284;162;243
ENSG00000232778;455;1;2;6;6;6;2;0;0;0
ENSG00000235899;1350;0;1;0;5;0;1;0;2;0
ENSG00000287499;4088;1;0;1;2;0;0;0;0;0
ENSG00000233470;285;0;0;0;1;1;0;0;2;0
ENSG00000220695;777;3;6;3;3;1;5;1;1;0
ENSG00000272714;381;0;0;0;1;0;0;0;0;0
ENSG00000218986;426;0;0;0;0;0;1;0;0;0
ENSG00000288084;2311;0;0;0;0;0;0;0;0;0
ENSG00000008196;6155;6;19;5;30;0;13;26;7;18
ENSG00000219700;906;1;1;0;1;1;1;0;0;0
ENSG00000227072;494;0;1;0;0;2;1;1;0;0
ENSG00000217241;552;1;3;3;1;2;4;1;1;2
ENSG00000218483;267;0;0;0;0;1;0;0;0;0
ENSG00000232316;741;0;0;0;0;0;0;0;2;0
ENSG00000286550;971;64;25;43;20;33;36;7;8;1
ENSG00000082293;11018;7;20;14;25;14;16;24;30;10
ENSG00000286084;5518;10;1;10;2;3;6;1;9;5
ENSG00000213312;801;0;0;0;2;0;0;1;0;0
ENSG00000218809;365;0;0;0;0;0;0;0;0;0
ENSG00000220377;637;3;5;4;4;1;3;0;3;2
ENSG00000219863;351;0;0;0;0;0;1;0;1;0
ENSG00000231889;4819;125;133;120;157;179;154;111;106;75
ENSG00000230852;2300;0;0;1;1;0;2;6;1;0
ENSG00000111912;7647;706;854;1193;1003;1058;971;1234;798;1054
ENSG00000219776;478;0;0;0;0;0;3;0;0;0
ENSG00000237027;1171;4;16;19;29;29;21;3;7;0
ENSG00000130349;2294;154;145;205;146;171;161;181;204;188
ENSG00000270934;613;0;0;0;0;0;0;0;1;0
ENSG00000224384;481;0;0;0;0;0;0;0;0;0
ENSG00000220537;979;0;0;0;0;0;0;1;0;0
ENSG00000219500;426;0;0;0;0;0;0;0;0;0
ENSG00000237321;649;0;0;2;1;0;0;0;0;0
ENSG00000262179;854;5;2;2;1;2;2;2;11;4
ENSG00000219565;4928;21;20;25;23;11;11;10;7;1
ENSG00000146250;2444;79;60;55;27;37;30;28;28;123
ENSG00000220635;552;0;0;0;0;0;0;0;0;0
ENSG00000184106;978;0;0;1;2;0;0;0;0;0
ENSG00000146352;11219;0;0;1;0;0;0;8;2;0
ENSG00000282218;930;0;0;0;0;0;0;0;0;0
ENSG00000288560;1303;1;0;0;0;0;0;0;1;0
ENSG00000232299;488;0;0;0;0;0;0;0;0;0
ENSG00000219669;812;0;0;0;0;0;0;0;0;0
ENSG00000217769;304;0;0;0;0;0;0;0;0;0
ENSG00000286663;1028;0;0;0;0;0;0;0;0;0
ENSG00000281706;4516;62;106;79;63;65;75;73;47;29
ENSG00000146232;2581;70;88;69;88;37;69;108;133;160
ENSG00000186439;9767;19;12;10;14;4;6;6;20;4
ENSG00000216663;997;0;0;0;1;0;0;0;0;0
ENSG00000112305;4157;126;138;131;181;124;168;213;257;218
ENSG00000285586;1283;1;1;1;3;1;4;0;1;0
ENSG00000220553;893;0;0;3;1;0;0;0;0;0
ENSG00000217404;780;1;0;0;0;0;0;0;0;0
ENSG00000118402;3013;94;89;95;112;41;80;149;150;127
ENSG00000223912;1351;0;0;0;0;0;0;0;0;0
ENSG00000170162;2231;3;10;3;6;0;4;19;40;1
ENSG00000001084;8618;826;504;489;664;489;553;572;524;537
ENSG00000287578;8197;3;3;0;0;4;2;0;1;2
ENSG00000169075;1477;11;3;14;11;15;10;5;0;1
ENSG00000197753;7533;63;143;123;130;172;146;44;33;4
ENSG00000271734;470;3;3;2;5;3;1;1;0;0
ENSG00000272472;1384;0;0;0;0;0;0;0;0;0
ENSG00000217786;640;0;0;0;0;0;0;0;0;0
ENSG00000218180;896;1;0;0;0;0;0;0;0;0
ENSG00000009413;12425;1466;1356;1407;1761;1480;1546;755;893;466
ENSG00000236920;771;0;1;0;1;0;3;0;0;0
ENSG00000152661;3395;3434;2142;2835;1660;2607;2757;2876;1154;2063
ENSG00000079950;16387;748;929;940;837;1030;1059;954;790;991
ENSG00000220311;305;0;0;0;0;0;0;0;0;0
ENSG00000146410;2450;10;19;16;24;10;15;33;50;33
ENSG00000223811;507;0;0;0;0;0;1;1;0;0
ENSG00000228777;629;0;0;0;0;0;0;0;0;0
ENSG00000216639;747;11;5;14;7;8;8;5;1;1
ENSG00000217067;392;0;0;0;0;0;1;0;0;0
ENSG00000232389;1101;0;2;1;1;3;3;1;0;3
ENSG00000218153;1347;0;0;0;1;0;1;0;0;0
ENSG00000227502;2755;3;6;2;3;6;4;7;0;1
ENSG00000001561;4644;549;407;454;380;423;413;391;251;212
ENSG00000287044;4211;2;2;5;10;5;5;2;0;3
ENSG00000287731;1906;3;5;6;0;3;3;0;0;0
ENSG00000236347;597;1;0;1;0;0;0;0;0;1
ENSG00000153989;4796;541;472;587;505;547;579;526;429;569
ENSG00000283010;993;0;0;1;1;0;1;0;0;2
ENSG00000271208;594;0;0;2;1;0;3;0;0;0
ENSG00000287598;1089;0;2;0;1;0;0;0;0;0
ENSG00000283352;675;4;3;7;6;7;6;4;3;1
ENSG00000112701;11417;2609;1946;2611;2298;2344;2411;1402;1133;923
ENSG00000124496;7732;2501;1687;2210;1753;2115;2241;1636;1438;791
ENSG00000060303;408;0;0;0;0;0;0;0;0;0
ENSG00000228082;380;0;0;0;0;0;0;0;0;0
ENSG00000198087;6751;1053;864;994;956;1072;1145;726;634;485
ENSG00000112234;8118;817;647;669;773;856;817;682;431;563
ENSG00000216817;2116;1;0;1;2;0;0;0;0;0
ENSG00000272476;2574;27;10;26;10;10;9;23;6;32
ENSG00000198833;4164;1162;1301;1010;1132;1272;1250;1104;1275;1329
ENSG00000118690;4254;206;132;145;148;131;102;89;131;75
ENSG00000146285;9066;2;6;1;3;0;4;6;22;4
ENSG00000220660;833;0;1;0;0;0;0;2;2;1
ENSG00000178033;9787;53;64;141;30;29;44;164;97;107
ENSG00000273870;179;26;9;11;6;9;10;2;2;0
ENSG00000064999;8498;4800;1992;2970;1991;2547;2172;3242;3674;2167
ENSG00000286511;2512;35;35;50;34;30;32;21;13;11
ENSG00000085382;9237;446;443;479;559;534;537;348;334;218
ENSG00000234117;737;0;0;0;0;0;0;0;0;0
ENSG00000232131;501;5;1;4;6;6;2;1;2;1
ENSG00000224984;586;0;0;0;0;0;0;0;3;0
ENSG00000218350;695;0;1;0;2;1;0;0;1;3
ENSG00000287818;1610;0;0;0;0;0;0;0;0;0
ENSG00000112773;6053;488;410;357;367;370;595;513;473;461
ENSG00000220506;654;6;3;10;10;19;9;2;0;0
ENSG00000236548;12149;40;9;24;12;19;27;4;5;6
ENSG00000225580;1178;0;0;0;0;2;0;0;1;0
ENSG00000219703;549;0;0;0;0;0;0;0;0;0
ENSG00000270382;279;0;2;0;1;0;0;0;0;0
ENSG00000262803;781;0;0;2;0;1;0;0;0;0
ENSG00000286313;2129;3;1;3;5;0;9;1;3;3
ENSG00000220240;137;0;0;0;0;0;0;0;0;0
ENSG00000237851;444;1;2;3;2;2;7;0;4;0
ENSG00000218029;271;0;0;0;0;0;0;0;0;0
ENSG00000219135;488;0;0;1;0;0;1;0;0;0
ENSG00000218870;778;0;0;0;0;0;0;0;0;1
ENSG00000224349;349;1;0;0;1;1;0;0;0;0
ENSG00000112276;5791;57;61;54;73;21;40;110;147;57
ENSG00000216412;493;0;0;0;0;0;0;0;0;0
ENSG00000218617;385;0;1;0;0;0;0;0;0;0
ENSG00000213108;476;0;0;0;0;0;0;0;0;1
ENSG00000285446;1180;0;0;0;0;0;0;0;0;0
ENSG00000203778;2551;229;229;289;177;264;258;272;310;487
ENSG00000285941;1362;0;0;0;0;0;0;0;0;0
ENSG00000214338;4325;5;8;0;7;9;5;0;1;0
ENSG00000111879;7712;478;199;311;222;200;243;224;156;161
ENSG00000204709;466;0;0;0;0;0;0;0;0;0
ENSG00000229922;815;0;0;1;1;0;0;0;0;0
ENSG00000009844;7258;709;647;648;601;617;684;751;537;872
ENSG00000232909;669;32;34;22;28;30;40;13;17;1
ENSG00000216913;611;0;0;0;0;0;0;0;0;0
ENSG00000271111;905;0;0;0;0;0;1;0;0;0
ENSG00000218490;479;0;0;0;1;0;0;0;0;0
ENSG00000204092;554;1;3;0;1;0;0;0;3;2
ENSG00000178425;7307;782;405;790;485;545;477;618;527;707
ENSG00000111907;7595;238;265;186;227;310;301;188;284;263
ENSG00000266680;1404;10;3;21;6;5;7;21;15;14
ENSG00000261038;987;1;4;1;7;0;1;1;7;0
ENSG00000178233;5475;23;25;13;35;1;15;66;98;26
ENSG00000233511;187;2;0;2;0;2;0;1;0;0
ENSG00000213461;400;0;0;0;0;0;0;0;0;1
ENSG00000225343;466;0;0;0;0;0;0;0;0;0
ENSG00000219404;604;0;0;1;0;0;1;0;0;0
ENSG00000219302;534;0;0;0;0;0;0;0;0;0
ENSG00000153292;12383;15;6;2;3;6;7;1;4;7
ENSG00000066651;5722;217;229;280;176;239;270;141;147;133
ENSG00000124780;2080;0;3;0;4;0;1;7;21;6
ENSG00000093134;6016;1;2;2;2;0;0;1;5;1
ENSG00000217776;306;0;0;0;0;0;0;0;0;0
ENSG00000124749;6912;298;565;326;277;281;448;160;197;296
ENSG00000233558;623;0;0;0;0;0;0;0;0;0
ENSG00000218208;447;0;0;2;1;2;0;1;0;2
ENSG00000262566;175;0;0;0;0;0;0;0;0;0
ENSG00000272356;4315;60;49;75;63;76;90;24;19;10
ENSG00000137413;9284;648;583;574;575;622;644;734;730;608
ENSG00000175967;2261;7;26;26;34;19;29;0;0;0
ENSG00000112339;11085;959;882;1047;883;921;941;1072;846;1159
ENSG00000279398;447;0;0;0;0;0;0;0;0;0
ENSG00000218049;340;0;0;0;0;0;0;0;0;0
ENSG00000203808;6707;11;6;4;22;2;6;9;17;4
ENSG00000187772;5943;32;50;32;60;6;18;81;84;43
ENSG00000271231;1300;0;0;1;0;0;0;0;0;0
ENSG00000227885;5141;62;74;65;47;96;56;44;25;19
ENSG00000279403;1166;0;0;0;0;0;0;0;0;0
ENSG00000287413;2033;1;0;0;1;0;1;0;0;1
ENSG00000224987;274;0;0;0;0;1;1;0;0;0
ENSG00000287761;1159;1;1;6;5;1;1;4;7;0
ENSG00000164434;2487;1;1;2;10;2;1;7;5;3
ENSG00000179165;2073;13;0;4;1;1;2;4;20;10
ENSG00000226181;308;0;0;0;0;0;0;0;3;0
ENSG00000111911;3325;554;547;637;581;645;654;564;451;551
ENSG00000112116;1030;0;1;0;0;0;0;1;6;2
ENSG00000279114;6430;7;2;5;3;5;6;1;3;3
ENSG00000218194;499;0;0;0;0;0;0;0;0;0
ENSG00000275953;1087;1;0;0;0;0;0;0;0;0
ENSG00000219941;1243;0;0;0;0;0;0;0;0;0
ENSG00000218996;599;10;2;7;4;4;5;8;1;1
ENSG00000277043;1331;0;0;0;0;0;0;0;0;0
ENSG00000226089;786;0;0;1;0;2;1;0;0;0
ENSG00000287097;896;3;11;2;6;2;5;33;15;10
ENSG00000244158;530;0;0;0;0;0;1;1;1;0
ENSG00000213204;3530;26;32;24;31;33;21;14;6;3
ENSG00000271218;456;4;1;4;10;7;4;3;0;0
ENSG00000025039;5095;133;190;133;255;60;128;427;451;230
ENSG00000204622;1946;23;18;12;17;6;12;14;8;8
ENSG00000217767;460;0;0;0;0;0;0;0;0;0
ENSG00000280277;2061;2;5;5;5;3;4;4;7;2
ENSG00000079819;10320;4262;2879;3493;2799;3455;3684;3229;3723;2554
ENSG00000220884;994;5;0;2;1;4;2;2;0;0
ENSG00000218189;1558;6;1;6;14;14;3;2;1;1
ENSG00000271608;190;1;0;1;2;2;0;0;0;0
ENSG00000225311;501;2;5;5;7;3;6;3;1;0
ENSG00000227535;254;2;1;1;2;2;1;2;1;0
ENSG00000034693;2830;248;173;252;206;235;244;190;176;175
ENSG00000237494;349;0;0;0;0;0;0;0;0;0
ENSG00000220848;1725;115;131;130;151;181;145;159;139;133
ENSG00000025156;2697;564;710;689;785;515;637;1195;1322;1020
ENSG00000270655;357;0;1;2;0;0;1;0;2;0
ENSG00000226079;822;0;0;0;0;0;1;1;1;0
ENSG00000285691;2866;16;0;0;0;0;1;0;4;0
ENSG00000262048;535;0;0;0;0;0;0;0;0;0
ENSG00000279659;1654;116;55;183;148;209;104;12;25;5
ENSG00000137251;2159;0;0;0;1;0;1;0;2;0
ENSG00000288054;3917;0;1;2;3;1;3;0;0;0
ENSG00000232295;5169;7;13;7;11;15;12;2;3;1
ENSG00000259828;3996;0;1;0;1;0;0;0;0;0
ENSG00000168830;1826;16;27;41;62;43;26;25;32;34
ENSG00000216613;579;0;0;0;0;0;0;0;0;0
ENSG00000112837;8654;39;40;21;46;2;27;61;78;27
ENSG00000146386;1137;487;726;666;563;828;594;1043;652;1017
ENSG00000095970;1095;3;2;2;5;7;4;3;18;111
ENSG00000196591;15333;1665;1918;1479;1841;1440;1649;2088;2163;1943
ENSG00000223786;669;0;0;0;0;0;0;0;0;0
ENSG00000237567;734;0;0;0;0;0;0;0;2;0
ENSG00000286691;1550;3;1;3;2;0;0;1;2;1
ENSG00000229017;4180;16;11;13;8;15;12;7;2;0
ENSG00000029363;9533;3142;3107;3929;3184;3593;3582;2147;2294;1629
ENSG00000214428;865;1;2;0;0;0;2;3;2;3
ENSG00000112118;3645;1241;1330;1320;1305;1242;1292;1643;2324;1605
ENSG00000270487;129;1;0;0;0;0;1;1;1;0
ENSG00000112299;3853;1;6;7;6;2;0;6;12;16
ENSG00000287393;1567;0;0;1;0;0;0;0;0;0
ENSG00000220139;180;0;0;0;0;0;0;0;0;0
ENSG00000235033;6854;109;10;18;21;15;14;28;22;7
ENSG00000219784;664;0;0;0;0;0;1;0;0;0
ENSG00000218632;740;1;1;3;2;0;1;0;0;0
ENSG00000277797;2407;0;0;0;0;0;0;1;0;0
ENSG00000226540;1007;0;0;0;0;0;0;0;0;0
ENSG00000231683;3994;0;0;1;0;0;0;0;2;0
ENSG00000112414;8473;73;164;96;195;33;62;235;202;84
ENSG00000232290;396;6;3;4;9;9;3;2;2;0
ENSG00000172461;13729;86;61;68;110;38;126;49;7;64
ENSG00000111906;5888;488;373;412;378;419;454;557;560;609
ENSG00000218274;1548;0;0;1;0;0;0;0;1;0
ENSG00000271551;1249;11;14;4;11;12;10;12;2;6
ENSG00000271498;532;0;0;0;0;0;0;0;0;0
ENSG00000271265;446;10;6;1;5;13;10;0;1;2
ENSG00000164485;2897;0;0;0;1;0;0;2;0;0
ENSG00000188580;4456;0;5;1;6;2;0;3;5;3
ENSG00000188820;1186;14;12;17;12;9;26;54;33;39
ENSG00000219297;326;0;0;0;0;0;0;0;0;0
ENSG00000283608;1217;0;1;0;0;0;0;0;0;0
ENSG00000203756;714;0;0;0;1;0;0;0;0;0
ENSG00000219095;268;0;0;0;0;0;0;0;0;0
ENSG00000227954;8082;13;60;36;34;36;24;7;12;14
ENSG00000271099;1675;1;1;0;1;0;0;0;0;0
ENSG00000112175;3970;0;3;1;2;1;0;3;0;1
ENSG00000220130;267;0;0;0;0;0;0;1;1;0
ENSG00000271789;1385;34;23;26;26;24;39;11;9;9
ENSG00000270484;1780;0;0;0;1;0;1;0;0;0
ENSG00000219758;343;0;0;0;0;0;0;0;0;0
ENSG00000217178;395;0;0;0;0;0;0;0;0;0
ENSG00000168143;6244;1;5;3;7;2;1;5;12;4
ENSG00000124562;1241;416;433;451;329;402;350;682;808;1053
ENSG00000220392;482;2;6;8;9;8;4;0;0;0
ENSG00000118508;1065;151;101;113;86;61;92;350;273;538
ENSG00000286562;611;4;2;2;3;3;2;1;2;2
ENSG00000123500;3830;17;5;9;10;13;12;5;1;5
ENSG00000056972;7871;269;228;322;294;336;302;264;343;370
ENSG00000218698;781;2;1;0;1;0;0;0;0;0
ENSG00000079931;5223;6;7;8;7;3;7;7;12;11
ENSG00000233138;349;0;0;0;0;0;0;0;0;0
ENSG00000255389;2421;79;100;96;99;123;145;100;59;82
ENSG00000112249;11731;626;488;531;455;443;546;469;412;405
ENSG00000233534;1287;1;1;0;0;0;0;1;0;0
ENSG00000219642;1598;4;5;3;6;4;3;0;0;0
ENSG00000219619;255;0;0;0;0;0;0;0;0;1
ENSG00000226599;614;23;13;33;35;41;33;19;4;4
ENSG00000198729;2219;158;89;154;86;58;93;97;83;169
ENSG00000233183;14585;3;0;1;0;0;0;1;0;0
ENSG00000235086;516;0;0;0;0;2;0;0;0;0
ENSG00000231329;5149;111;172;181;216;258;202;74;70;22
ENSG00000217372;1234;0;0;0;0;0;0;0;0;0
ENSG00000287891;1022;41;36;30;34;30;21;6;4;3
ENSG00000188107;17071;13;24;23;33;27;28;15;36;17
ENSG00000219409;794;0;0;0;0;0;0;0;0;0
ENSG00000218313;936;1;5;5;7;6;8;10;0;0
ENSG00000216324;294;1;0;0;0;0;0;0;0;1
ENSG00000236389;929;0;2;1;4;2;2;7;4;1
ENSG00000217231;649;0;0;0;0;0;0;0;0;0
ENSG00000216753;502;0;0;0;0;0;0;0;0;0
ENSG00000219463;878;0;0;0;0;0;0;0;0;0
ENSG00000251258;1898;5;8;2;7;0;8;21;33;14
ENSG00000277973;383;0;0;0;0;0;0;0;0;0
ENSG00000218351;854;0;0;0;1;0;0;0;0;0
ENSG00000096093;22744;625;457;532;474;538;446;262;317;267
ENSG00000112282;7426;1060;1135;1165;1152;1252;1128;805;806;697
ENSG00000112335;1828;1555;1636;1605;1555;1584;1811;2410;2398;4102
ENSG00000232031;471;0;0;0;0;0;0;0;0;0
ENSG00000224893;9564;0;2;1;2;1;0;0;0;0
ENSG00000146350;6912;369;439;632;538;632;540;290;201;317
ENSG00000270604;759;12;5;5;4;3;6;2;3;3
ENSG00000218261;359;0;0;0;0;0;0;0;0;0
ENSG00000146383;1038;0;0;0;0;0;0;0;3;0
ENSG00000230943;2409;0;0;0;4;0;1;0;3;1
ENSG00000224506;3220;1;1;0;0;0;0;0;0;0
ENSG00000283265;1160;0;0;0;0;0;0;0;0;0
ENSG00000198225;1579;3;4;1;1;1;1;2;4;4
ENSG00000287616;4672;3;0;3;1;0;8;0;0;1
ENSG00000218596;378;4;4;6;8;6;1;2;7;2
ENSG00000237499;4150;38;20;25;15;18;32;14;18;23
ENSG00000270509;1198;0;0;0;0;0;0;0;0;0
ENSG00000198523;2989;33;62;57;43;57;51;36;27;38
ENSG00000219088;1673;0;0;0;1;0;0;0;0;0
ENSG00000135549;3432;5;0;3;8;0;4;6;12;6
ENSG00000111885;5018;281;209;263;176;177;210;170;275;331
ENSG00000217477;559;0;0;0;0;0;0;0;0;1
ENSG00000111961;10896;424;362;345;321;194;405;377;576;169
ENSG00000218213;701;0;0;0;1;0;0;0;0;0
ENSG00000216265;322;0;0;0;0;0;0;0;0;0
ENSG00000232618;3269;14;11;28;15;20;14;4;5;8
ENSG00000217488;988;4;4;4;3;9;8;4;5;3
ENSG00000235972;880;0;0;0;0;0;0;0;0;0
ENSG00000226207;499;0;1;4;0;0;0;0;0;1
ENSG00000223598;853;9;5;5;1;6;5;1;2;2
ENSG00000217495;785;1;1;0;6;6;3;2;0;0
